NWCG_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
New York Forest Rangers,PLEASANT HILL FIRE,2015,Powerline,B,42.1637,-75.808,NY
New York Forest Rangers,HEAVENLY VALLEY FIRE,2015,Powerline,D,42.1326,-74.2371,NY
New York Forest Rangers,WHITE PINE LINE,2015,Powerline,A,44.4415,-74.2389,NY
New York Forest Rangers,TUFFS ISLAND FIRE,2015,Structure,B,42.0835,-76.304,NY
New York Forest Rangers,HARRISVILLE,2015,Structure,B,44.1908,-75.3078,NY
New York Forest Rangers,SEVEN SPRINGS,2015,Structure,B,41.3358,-74.1842,NY
Fire Department of New York,HARRISVILLE,2015,Structure,A,44.153,-75.3193,NY
Fire Department of New York,AIRY FIRE,2015,Equipment Use,B,41.4657,-74.0956,NY
New York Forest Rangers,AIRY FIRE,2015,Equipment Use,B,41.4657,-74.1,NY
New York Forest Rangers,TANDEM LOT 2015 FIRE,2015,Equipment Use,B,41.1453,-74.1786,NY
Fire Department of New York,NORTH SEA FIRE,2015,Equipment Use,B,40.949,-72.3519,NY
Fire Department of New York,MULE FIRE,2015,Equipment Use,B,42.6078,-74.4656,NY
New York Forest Rangers,NORTH SEA FIRE,2015,Equipment Use,B,40.9519,-72.3508,NY
New York Forest Rangers,SMALLS PROPERTY FIRE,2015,Equipment Use,A,44.2205,-74.8347,NY
New York Forest Rangers,TUXEDO 87 FIRE,2015,Equipment Use,A,41.2604,-74.1585,NY
Fire Department of New York,MCGREGOR ROAD,2015,Equipment Use,B,43.0516,-74.4133,NY
Fire Department of New York,SHORT FIRE,2015,Equipment Use,B,42.2146,-76.9844,NY
Fire Department of New York,NORTH PUCKER ST FIRE,2015,Equipment Use,B,42.4524,-75.811,NY
New York Forest Rangers,NORTH PUCKER ST FIRE,2015,Equipment Use,C,42.4722,-75.8126,NY
New York Forest Rangers,BUNGALOW FIRE,2015,Equipment Use,A,41.723,-74.6038,NY
Fire Department of New York,INCLINE FIRE,2015,Equipment Use,B,43.5539,-73.8568,NY
New York Forest Rangers,ENCAMPMENT FIRE ,2015,Smoking,A,41.2818,-74.4112,NY
Fire Department of New York,29 FORMAN,2015,Smoking,A,41.6977,-74.955,NY
Fire Department of New York,CONROY FIRE,2015,Smoking,B,42.446999999999996,-74.0359,NY
Fire Department of New York,EDISON TIMMERMAN FIRE,2015,Smoking,B,42.3312,-74.0621,NY
New York Forest Rangers,CLAY MEADOW FIRE,2015,Smoking,B,43.6298,-73.6078,NY
Fire Department of New York,THREE MILE BAY,2015,Smoking,B,43.2476,-76.0711,NY
New York Forest Rangers,TROY TOPSOIL,2015,Smoking,B,42.8506,-73.6841,NY
Fire Department of New York,BUSHNELL FIRE,2015,Smoking,B,42.1918,-73.553,NY
Fire Department of New York,LAVALLEY RD FIRE,2015,Smoking,B,44.9285,-73.48,NY
Fire Department of New York,WALL STREET FIRE,2015,Smoking,C,42.1222,-79.492,NY
Fire Department of New York,LAVALLEY RD FIRE,2015,Smoking,B,44.9285,-73.48,NY
New York Forest Rangers,BUSHNELL FIRE,2015,Smoking,B,42.1855,-73.55,NY
Fire Department of New York,CANARY HILL FIRE,2015,Smoking,B,41.9094,-74.1008,NY
Fire Department of New York,STEAM MILL FIRE,2015,Smoking,B,42.1997,-75.3047,NY
New York Forest Rangers,HAKES ROAD ,2015,Smoking,A,42.7365,-73.5953,NY
New York Forest Rangers,FORK ISLAND SITE #5,2015,Smoking,A,43.5794,-73.5899,NY
New York Forest Rangers,POET'S LEDGE FIRE,2015,Smoking,A,42.1731,-74.0542,NY
Fire Department of New York,CROWFOOT,2015,Smoking,B,44.0607,-73.5862,NY
Fire Department of New York,MACINTOSH RD. FIRE,2015,Smoking,B,42.2436,-77.3081,NY
New York Forest Rangers,MACINTOSH RD. FIRE,2015,Smoking,B,42.2483,-77.3068,NY
New York Forest Rangers,WILLIAMS FIRE,2015,Campfire,C,40.8975,-72.604,NY
New York Forest Rangers,HUGUENOT FIRE,2015,Campfire,B,41.3651,-74.676,NY
Fire Department of New York,PARADISE FIRE,2015,Campfire,B,42.0368,-74.9063,NY
New York Forest Rangers,ANTHONY FIRE,2015,Campfire,B,42.36600000000001,-75.64,NY
Fire Department of New York,WIKIUP FIRE,2015,Campfire,B,42.1747,-77.1489,NY
New York Forest Rangers,ARDEN VALLEY FIRE,2015,Campfire,C,41.2616,-74.1309,NY
Fire Department of New York,SOUTHSIDE,2015,Campfire,B,42.038999999999994,-76.2248,NY
New York Forest Rangers,SOUTHSIDE,2015,Campfire,C,42.0358,-76.2345,NY
Fire Department of New York,TRIANGLE FIRE,2015,Campfire,B,42.3874,-75.9037,NY
New York Forest Rangers,TRIANGLE FIRE,2015,Campfire,B,42.3858,-75.8733,NY
New York Forest Rangers,SCOUT ISLAND FIRE ,2015,Campfire,B,43.0906,-74.2153,NY
Fire Department of New York,SMITH MOUNTAIN FIRE,2015,Campfire,A,43.2892,-73.8135,NY
Fire Department of New York,LOGGERHEAD,2015,Campfire,B,43.2691,-73.7404,NY
New York Forest Rangers,ALLIGATOR ISLAND,2015,Campfire,B,43.7928,-73.9578,NY
New York Forest Rangers,EAST STONY FIRE,2015,Campfire,B,43.3039,-74.1836,NY
New York Forest Rangers,SMITH MOUNTAIN FIRE,2015,Campfire,C,43.2931,-73.7828,NY
New York Forest Rangers,BEAR SLIDES,2015,Campfire,B,43.4018,-73.87899999999999,NY
New York Forest Rangers,RED ROCK BAY # 1,2015,Campfire,A,43.57899999999999,-73.5808,NY
New York Forest Rangers,COUNTRYMAN FIRE,2015,Campfire,B,43.2567,-74.6509,NY
New York Forest Rangers,PALMER LAKE FIRE,2015,Campfire,A,43.2472,-73.9863,NY
New York Forest Rangers,EAGLE POINT FIRE  ,2015,Campfire,A,44.0391,-74.6007,NY
New York Forest Rangers,SITE #24 ROCK POND OUTLET,2015,Campfire,A,43.9989,-74.6564,NY
Fire Department of New York,SECONDARY FIRE,2015,Campfire,B,40.7686,-73.2995,NY
New York Forest Rangers,BUTTERMILK FALLS FIRE,2015,Campfire,A,42.1755,-74.0702,NY
New York Forest Rangers,SECONDARY FIRE,2015,Campfire,A,40.7737,-73.2956,NY
New York Forest Rangers,NICHOLSON FIRE,2015,Campfire,A,41.9839,-74.0807,NY
New York Forest Rangers,FALLS POND FIRE,2015,Campfire,A,43.3796,-74.4095,NY
New York Forest Rangers,ISLAND POND,2015,Campfire,C,41.2545,-74.1366,NY
Fire Department of New York,SI 59 FIRE,2015,Campfire,A,44.3001,-74.1822,NY
New York Forest Rangers,REDLOUSE LAKE FIRE,2015,Campfire,B,43.2641,-74.6366,NY
New York Forest Rangers,TROUT LAKE FIRE ,2015,Campfire,B,43.2761,-74.5445,NY
Fire Department of New York,PROSPECT MOUNTAIN,2015,Campfire,A,43.4307,-73.7311,NY
Fire Department of New York,CRANE POND,2015,Campfire,D,43.857,-73.6453,NY
New York Forest Rangers,LAPLAND POND,2015,Campfire,A,43.5963,-73.5176,NY
New York Forest Rangers,STILLWATER SITE 7 FIRE,2015,Campfire,A,43.8993,-74.9855,NY
New York Forest Rangers,CLEAR POND FIRE,2015,Campfire,A,43.9825,-74.9232,NY
New York Forest Rangers,SAMUEL'S FIRE,2015,Campfire,A,40.9341,-72.9212,NY
New York Forest Rangers,SLEEPING BEAUTY,2015,Campfire,A,43.5516,-73.54899999999999,NY
Fire Department of New York,CASCADE FIRE,2015,Campfire,B,41.2222,-74.3215,NY
New York Forest Rangers,CASCADE FIRE ,2015,Campfire,B,41.2266,-74.324,NY
Fire Department of New York,EASTON FIRE,2015,Debris Burning,B,42.9456,-73.6071,NY
New York Forest Rangers,TIMMERMAN HILL FIRE,2015,Debris Burning,C,42.1883,-73.9463,NY
Fire Department of New York,YARD FIRE,2015,Debris Burning,B,41.6507,-74.1669,NY
Fire Department of New York,PERRY FARM FIRE,2015,Debris Burning,B,43.1508,-73.4491,NY
New York Forest Rangers,PERRY FARM FIRE,2015,Debris Burning,B,43.1526,-73.449,NY
New York Forest Rangers,BARBER FIRE,2015,Debris Burning,B,42.0065,-75.6915,NY
New York Forest Rangers,WYCKOFF FIRE,2015,Debris Burning,B,42.3756,-74.0487,NY
Fire Department of New York,SEDGWICK FIRE,2015,Debris Burning,B,42.6756,-73.3684,NY
Fire Department of New York,OAKRIDGE FIRE,2015,Debris Burning,B,42.3884,-73.4153,NY
New York Forest Rangers,OAKRIDGE FIRE,2015,Debris Burning,B,42.387,-73.4129,NY
New York Forest Rangers,BLUEBERRY HILL FIRE,2015,Debris Burning,C,41.5027,-73.7786,NY
New York Forest Rangers,LLAMA RD FIRE,2015,Debris Burning,C,42.5867,-74.3025,NY
New York Forest Rangers,OAK TRAIL FIRE,2015,Debris Burning,A,41.5967,-74.9813,NY
Fire Department of New York,3 OLD LONG POND ROAD,2015,Debris Burning,B,41.4106,-73.7414,NY
Fire Department of New York,SEPTEMBER ROAD FIRE,2015,Debris Burning,B,43.2292,-76.3496,NY
New York Forest Rangers,BROOKLYN HUNTING CLUB FIRE,2015,Debris Burning,B,41.5427,-74.8003,NY
New York Forest Rangers,HURLEY,2015,Debris Burning,B,42.0326,-75.72399999999999,NY
New York Forest Rangers,ELTON FIRE,2015,Debris Burning,B,42.4651,-78.4481,NY
Fire Department of New York,ANTIOCH RD FIRE,2015,Debris Burning,B,43.0747,-73.9785,NY
Fire Department of New York,ERICSON RD FIRE,2015,Debris Burning,B,43.1454,-73.8553,NY
Fire Department of New York,ELM FIRE,2015,Debris Burning,B,42.4272,-74.0597,NY
New York Forest Rangers,ANTIOCH RD FIRE,2015,Debris Burning,B,43.1115,-74.002,NY
New York Forest Rangers,ERICSON RD FIRE,2015,Debris Burning,B,43.1377,-73.8614,NY
Fire Department of New York,BOMBAY RT 95 FIRE,2015,Debris Burning,B,44.9158,-74.5657,NY
New York Forest Rangers,KILDARE  FIRE,2015,Debris Burning,C,44.4286,-74.6239,NY
New York Forest Rangers,ROOSA GAP FIRE,2015,Debris Burning,F,41.6136,-74.4359,NY
Fire Department of New York,STONE WALL FIRE,2015,Debris Burning,B,41.4514,-74.8719,NY
New York Forest Rangers,WILSON HILL WMA,2015,Debris Burning,B,44.5467,-75.0184,NY
Fire Department of New York,MASSAWEPIE HUNTING CLUB FIRE,2015,Debris Burning,B,44.1671,-74.9936,NY
Fire Department of New York,TRAILER,2015,Debris Burning,B,41.5125,-74.5577,NY
Fire Department of New York,TRAILER,2015,Debris Burning,B,41.5128,-74.5546,NY
New York Forest Rangers,MASSAWEPIE HUNTING CLUB FIRE,2015,Debris Burning,B,44.2932,-74.8244,NY
Fire Department of New York,ALAMILLO FIRE,2015,Debris Burning,A,42.4209,-73.7062,NY
New York Forest Rangers,ALAMILLO FIRE,2015,Debris Burning,B,42.42100000000001,-73.7043,NY
New York Forest Rangers,PUTNAM FIRE,2015,Debris Burning,B,43.7477,-73.4614,NY
Fire Department of New York,CART ROAD FIRE,2015,Debris Burning,A,41.742,-73.5885,NY
New York Forest Rangers,CART ROAD FIRE ,2015,Debris Burning,B,41.742,-73.5891,NY
Fire Department of New York,GORDON FIRE,2015,Debris Burning,A,42.1536,-79.4252,NY
New York Forest Rangers,GORDON FIRE,2015,Debris Burning,C,42.1178,-79.4279,NY
Fire Department of New York,ROE'S FARM RAIL ROAD FIRE,2015,Railroad,C,41.3783,-74.2406,NY
New York Forest Rangers,GREENFIELD RR FIRE,2015,Railroad,B,43.1026,-73.8311,NY
Fire Department of New York,CROCKER HILL FIRE,2015,Railroad,B,42.163000000000004,-75.8738,NY
New York Forest Rangers,FRESHKILLS,2015,Arson,B,40.588,-74.1834,NY
Fire Department of New York,WURTSBORO FIRE 3,2015,Arson,B,41.5419,-74.5018,NY
Fire Department of New York,WURTSBORO FIRE 4,2015,Arson,B,41.5886,-74.4661,NY
Fire Department of New York,SPROUT CREEK FIRE,2015,Arson,B,41.6161,-73.84,NY
Fire Department of New York,GOLFCOURSE ROAD,2015,Arson,B,43.5143,-73.8085,NY
New York Forest Rangers,GOLFCOURSE ROAD ,2015,Arson,B,43.5035,-73.8028,NY
New York Forest Rangers,WURTSBORO FIRE 5,2015,Arson,B,41.6088,-74.5515,NY
Fire Department of New York,BACKER RD FIRE,2015,Arson,B,42.251999999999995,-76.9386,NY
Fire Department of New York,FIRST STREET FIRE,2015,Arson,B,41.5777,-74.4785,NY
New York Forest Rangers,EDWARDS FIRE,2015,Arson,C,40.7836,-73.3074,NY
Fire Department of New York,THESIER RD FIRE,2015,Arson,B,43.841,-75.6704,NY
New York Forest Rangers,BATTENKILL RR FIRE,2015,Arson,B,42.9992,-73.38,NY
New York Forest Rangers,LEONARD RUN,2015,Arson,B,42.1157,-78.6722,NY
New York Forest Rangers,TONGUE MT FIRE #1,2015,Arson,A,43.6236,-73.6086,NY
New York Forest Rangers,TONGUE MT FIRE #2,2015,Arson,A,43.6496,-73.6016,NY
New York Forest Rangers,TONGUE MT FIRE #4,2015,Arson,A,43.6621,-73.5593,NY
Fire Department of New York,SHALE PIT FIRE,2015,Arson,B,42.5142,-74.4896,NY
Fire Department of New York,WHALEY LAKE FIRE,2015,Arson,C,41.5647,-73.67399999999999,NY
Fire Department of New York,FOUR SPARROW FIRE,2015,Arson,B,40.5994,-73.9097,NY
Fire Department of New York,D&H,2015,Arson,B,41.5791,-74.4764,NY
Fire Department of New York,HUNGER KILL FIRE,2015,Arson,B,42.7313,-73.9214,NY
New York Forest Rangers,HUNGER KILL FIRE,2015,Arson,B,42.7341,-73.9206,NY
New York Forest Rangers,EASTWOOD FIRE,2015,Arson,A,40.8903,-72.7784,NY
New York Forest Rangers,JIMERSON FIRE,2015,Arson,C,42.1332,-78.795,NY
New York Forest Rangers,CONKLIN FIRE,2015,Arson,B,40.7451,-72.877,NY
New York Forest Rangers,MINDY'S FIRE,2015,Arson,A,40.907,-72.9193,NY
New York Forest Rangers,NINHAM TOWER FIRE,2015,Arson,A,41.4609,-73.7261,NY
New York Forest Rangers,GULLY FIRE,2015,Arson,B,40.7726,-73.2298,NY
New York Forest Rangers,NEVILLE FIRE,2015,Arson,B,40.9035,-72.8156,NY
Fire Department of New York,RIDGE RD. FIRE,2015,Arson,C,42.4662,-77.3611,NY
Fire Department of New York,KISSAM FIRE,2015,Arson,B,40.5573,-74.1141,NY
New York Forest Rangers,KISSAM FIRE,2015,Arson,C,40.5533,-74.1116,NY
Fire Department of New York,PADDOCK FIRE,2015,Children,B,41.5672,-74.3548,NY
New York Forest Rangers,920 HIEDEN,2015,Children,A,41.6769,-74.6321,NY
New York Forest Rangers,BELL HILL FIRE,2015,Children,B,42.278,-74.9318,NY
Fire Department of New York,BOXWOOD FIRE,2015,Children,B,41.7679,-73.8713,NY
New York Forest Rangers,BOXWOOD FIRE,2015,Children,B,41.7661,-73.8693,NY
Fire Department of New York,THACHER STATE PARK FIRE,2015,Miscellaneous,B,42.6385,-74.0124,NY
Fire Department of New York,SACK'S LODGE FIRE,2015,Miscellaneous,B,42.1311,-73.9747,NY
New York Forest Rangers,EXIT 11 FIRE,2015,Miscellaneous,C,42.9326,-73.8032,NY
Fire Department of New York,SAWKILL FIRE,2015,Miscellaneous,B,41.9754,-73.9966,NY
Fire Department of New York,SAWKILL FIRE,2015,Miscellaneous,C,41.9764,-74.0248,NY
Fire Department of New York,FOLTS FIRE,2015,Miscellaneous,B,42.4848,-78.5905,NY
Fire Department of New York,BUCK CORNERS RD FIRE,2015,Miscellaneous,B,44.6914,-73.7046,NY
Fire Department of New York,BUCK CORNERS RD FIRE,2015,Miscellaneous,B,44.6911,-73.6997,NY
Fire Department of New York,LOVERS LANE FIRE,2015,Miscellaneous,B,44.8821,-74.2992,NY
Fire Department of New York,BEAR SLIDES,2015,Miscellaneous,B,43.3814,-73.8722,NY
Fire Department of New York,NINHAM TOWER FIRE,2015,Miscellaneous,A,41.4907,-73.7419,NY
Allegheny National Forest,IRWIN RUN,2005,Equipment Use,B,41.41555556,-78.90722222,PA
Allegheny National Forest,LEWIS RUN,2005,Debris Burning,B,41.86472222,-78.66694444,PA
Allegheny National Forest,ARNOT,2006,Miscellaneous,B,41.73833333,-79.08111111,PA
Allegheny National Forest,BRANCH,2006,Equipment Use,B,41.785,-76.11277778,PA
Allegheny National Forest,CLARENDON,2006,Debris Burning,B,41.7675,-79.10277778,PA
Allegheny National Forest,DORCON,2006,Equipment Use,B,41.82388889,-79.12194444,PA
Allegheny National Forest,FR 137,2006,Debris Burning,A,41.95916667,-78.84777778,PA
Allegheny National Forest,GOLF,2006,Miscellaneous,B,41.86638889,-78.70444444,PA
Allegheny National Forest,JAKES ROCKS,2006,Miscellaneous,C,41.85083333,-78.97611111,PA
Allegheny National Forest,KANE,2006,Miscellaneous,B,41.69222222,-78.81972222,PA
Allegheny National Forest,KCS,2006,Equipment Use,B,41.775,-79.22694444,PA
Allegheny National Forest,KIM,2006,Equipment Use,A,41.66666667,-79.09277778,PA
Allegheny National Forest,MSL,2006,Debris Burning,B,41.83222222,-78.805,PA
Allegheny National Forest,BLUE RIDGE,2006,Debris Burning,B,41.35444444,-79.11,PA
Allegheny National Forest,RESERVOIR,2006,Campfire,B,41.81527778,-78.93916667,PA
Allegheny National Forest,UTAH ROAD,2006,Miscellaneous,B,41.66666667,-79.03111111,PA
Allegheny National Forest,YOUNG,2006,Miscellaneous,B,41.80222222,-79.0,PA
Allegheny National Forest,FR 104,2006,Miscellaneous,A,41.54722222,-78.86583333,PA
Allegheny National Forest,JO JO,2006,Arson,B,41.63638889,-78.86277778,PA
Allegheny National Forest,LOLETA,2006,Campfire,B,41.41583333,-79.09444444,PA
Allegheny National Forest,OGM,2006,Miscellaneous,B,41.58527778,-79.02277778,PA
Allegheny National Forest,OYLER,2006,Miscellaneous,B,41.505,-78.99972222,PA
Allegheny National Forest,PIT,2006,Miscellaneous,B,41.62444444,-78.75611111,PA
Allegheny National Forest,POWDER HOUSE,2006,Miscellaneous,B,41.50638889,-79.10888889,PA
Allegheny National Forest,ROUTE 66,2006,Smoking,B,41.57861111,-78.87111111,PA
Allegheny National Forest,ANTLER,2006,Debris Burning,B,41.48083333,-79.25388889,PA
Allegheny National Forest,DEER,2006,Campfire,A,41.57527778,-78.96444444,PA
Allegheny National Forest,RIVER,2007,Miscellaneous,B,41.37472222,-78.85166667,PA
Allegheny National Forest,RED MILL,2007,Miscellaneous,A,41.49027778,-78.79333333,PA
Allegheny National Forest,VANDERGRIFF,2007,Campfire,A,41.67777778,-79.15527778,PA
Allegheny National Forest,BULL HILL,2007,Debris Burning,A,41.69083333,-79.06666667,PA
Allegheny National Forest,HERMIT SPRING,2007,Debris Burning,A,41.67861111,-79.18277778,PA
Allegheny National Forest,TANBARK,2007,Campfire,B,41.70027778,-79.43,PA
Allegheny National Forest,RIMROCK,2007,Arson,A,41.84388889,-78.94694444,PA
Allegheny National Forest,CONNERVILLE RUN,2007,Railroad,B,41.38222222,-78.77722222,PA
Allegheny National Forest,COOPER,2007,Equipment Use,A,41.63527778,-79.09333333,PA
Allegheny National Forest,TIRE,2007,Debris Burning,A,41.70888889,-78.94666667,PA
Allegheny National Forest,DISK,2007,Debris Burning,A,41.68027778,-79.22416667,PA
Allegheny National Forest,217,2007,Miscellaneous,B,41.59805556,-79.11944444,PA
Allegheny National Forest,GARDNER,2007,Campfire,A,41.46583333,-78.9675,PA
Allegheny National Forest,AUSTIN HILL,2008,Debris Burning,A,41.69027778,-79.0675,PA
Allegheny National Forest,KLONDIKE,2008,Debris Burning,C,41.83166667,-78.80638889,PA
Allegheny National Forest,CHERRY GROVE,2008,Equipment Use,B,41.70388889,-79.15833333,PA
Allegheny National Forest,HOME IMPROVEMENT,2008,Debris Burning,B,41.45722222,-79.14944444,PA
Allegheny National Forest,KINGSLEY,2008,Miscellaneous,A,41.59611111,-79.20555556,PA
Allegheny National Forest,SEWER,2008,Debris Burning,A,41.45805556,-79.12222222,PA
Allegheny National Forest,DENNY,2008,Miscellaneous,A,41.79416667,-79.10305556,PA
Allegheny National Forest,MISSING,2008,Miscellaneous,B,41.55166667,-78.86305556,PA
Allegheny National Forest,FLUENT,2008,Equipment Use,B,41.81666667,-79.02083333,PA
Allegheny National Forest,502,2008,Miscellaneous,A,41.46,-78.95555556,PA
Allegheny National Forest,FR 438,2009,Equipment Use,B,41.78138889,-79.13083333,PA
Allegheny National Forest,FR305C,2009,Equipment Use,B,41.83833333,-79.72472222,PA
Allegheny National Forest,HENRY MILLS,2009,Equipment Use,B,41.63583333,-79.01583333,PA
Allegheny National Forest,SHEFFIELD BOATLAUNCH,2009,Debris Burning,A,41.70166667,-79.03527778,PA
Allegheny National Forest,SALMON CREEK,2009,Equipment Use,B,41.53694444,-79.24888889,PA
Allegheny National Forest,CHAPEL FORK,2009,Equipment Use,B,41.83972222,-78.78972222,PA
Allegheny National Forest,GARDENER,2009,Debris Burning,B,41.50305556,-79.31194444,PA
Allegheny National Forest,PORCUPINE RUN,2009,Miscellaneous,C,41.61472222,-79.17361111,PA
Allegheny National Forest,WINDY CITY,2009,Debris Burning,B,41.61777778,-78.87694444,PA
Allegheny National Forest,SUGAR MAPLE,2009,Campfire,B,41.61833333,-79.035,PA
Allegheny National Forest,RED LICK FIRE,2009,Miscellaneous,B,41.4775,-78.87055556,PA
Allegheny National Forest,FORWAR,1992,Equipment Use,C,41.795,-79.10833333,PA
Allegheny National Forest,FIRST THERE,1995,Campfire,B,41.65972222,-79.08166667,PA
Allegheny National Forest,AZCO,1995,Miscellaneous,B,41.63194444,-78.96833333,PA
Allegheny National Forest,DODGE RUN,1995,Equipment Use,A,41.68083333,-79.01333333,PA
Allegheny National Forest,BYROMTOWN,1995,Debris Burning,B,41.52194444,-79.05166667,PA
Allegheny National Forest,FR 395 TRAILHEAD,1995,Campfire,A,41.53861111,-79.98361111,PA
Allegheny National Forest,LOGAN RUN,1995,Campfire,A,41.57972222,-79.13805556,PA
Allegheny National Forest,CORNPLANTER,1995,Campfire,B,41.94972222,-78.93972222,PA
Allegheny National Forest,JOHNNYCAKE,1995,Miscellaneous,A,41.93,-78.9225,PA
Allegheny National Forest,OIL WELL,1995,Equipment Use,A,41.83472222,-78.68055556,PA
Allegheny National Forest,CHERRY GROVE,1995,Miscellaneous,B,41.63305556,-78.98305556,PA
Allegheny National Forest,DUHRING RESOURCES,1996,Equipment Use,A,41.60805556,-79.10805556,PA
Allegheny National Forest,LEWIS RUN,1996,Miscellaneous,B,41.85805556,-78.67305556,PA
Allegheny National Forest,BLUE RIDGE,1996,Miscellaneous,B,41.34611111,-79.11361111,PA
Allegheny National Forest,ADAMS RUN,1996,Equipment Use,B,41.76027778,-79.19694444,PA
Allegheny National Forest,GAMELAND,1996,Equipment Use,B,41.76111111,-79.20166667,PA
Allegheny National Forest,FIREWORK,1996,Miscellaneous,A,41.85805556,-78.85,PA
Allegheny National Forest,FR 217 PARAFFIN,1996,Miscellaneous,A,41.605,-79.13305556,PA
Allegheny National Forest,ESCHRICH,1997,Miscellaneous,A,41.87722222,-78.88083333,PA
Allegheny National Forest,CHAPMAN,1997,Campfire,B,41.76861111,-79.2225,PA
Allegheny National Forest,COOK,1997,Miscellaneous,B,41.81666667,-79.11666667,PA
Allegheny National Forest,NORTH SACKETT,1997,Miscellaneous,C,41.53444444,-78.89472222,PA
Allegheny National Forest,BEAR DEN,1997,Campfire,B,41.61166667,-79.24166667,PA
Allegheny National Forest,SHOOTING GALLERY,1997,Miscellaneous,C,41.76666667,-79.21666667,PA
Allegheny National Forest,ELKHORN,1998,Equipment Use,A,41.81916667,-79.12666667,PA
Allegheny National Forest,GAUL,1998,Debris Burning,B,41.49166667,-79.10305556,PA
Allegheny National Forest,NEELEY FARM,1998,Campfire,B,41.425,-78.91666667,PA
Allegheny National Forest,LAB,1998,Debris Burning,A,41.84083333,-79.25972222,PA
Allegheny National Forest,PLEASANT,1998,Miscellaneous,B,41.81194444,-79.20388889,PA
Allegheny National Forest,EAST RESOURCES,1998,Equipment Use,A,41.82111111,-78.85333333,PA
Allegheny National Forest,JAKES ROCK,1998,Arson,B,41.85194444,-78.98166667,PA
Allegheny National Forest,COLLINS PINE,1998,Miscellaneous,B,41.78805556,-79.16666667,PA
Allegheny National Forest,MORRISON TRAIL,1998,Miscellaneous,C,41.85416667,-78.90555556,PA
Allegheny National Forest,OHIO CAMPER'S,1998,Campfire,B,41.76722222,-78.925,PA
Allegheny National Forest,TENT,1998,Campfire,B,41.77722222,-78.96666667,PA
Allegheny National Forest,WINDY CITY,1998,Miscellaneous,B,41.61805556,-78.86166667,PA
Allegheny National Forest,ENDEAVOR,1999,Debris Burning,B,41.59166667,-79.39166667,PA
Allegheny National Forest,BRANCH,1999,Arson,B,41.54166667,-79.23305556,PA
Allegheny National Forest,MORRISON MILL,1999,Miscellaneous,B,41.49277778,-79.1125,PA
Allegheny National Forest,FOREST ROAD 128,1999,Miscellaneous,B,41.50194444,-79.11916667,PA
Allegheny National Forest,CHERRY,1999,Debris Burning,B,41.63333333,-78.98333333,PA
Allegheny National Forest,FOREST ROAD 159,1999,Debris Burning,B,41.58305556,-79.25,PA
Allegheny National Forest,LITTLE MILL,1999,Miscellaneous,B,41.54777778,-79.06916667,PA
Allegheny National Forest,FARNSWORTH,1999,Arson,B,41.75,-79.13333333,PA
Allegheny National Forest,RIMROCK,1999,Smoking,B,41.84527778,-78.94888889,PA
Allegheny National Forest,EAST FARNSWORTH,1999,Arson,B,41.74555556,-79.11694444,PA
Allegheny National Forest,FOREST ROAD 221,1999,Campfire,B,41.54777778,-79.06944444,PA
Allegheny National Forest,SLOW SALMON,1999,Campfire,A,41.5,-79.16666667,PA
Allegheny National Forest,POWERLINE,2000,Debris Burning,B,41.55,-78.86666667,PA
Allegheny National Forest,SAWDUST,2000,Campfire,A,41.395,-78.88555556,PA
Allegheny National Forest,DEAD HORSE FIRE,2000,Miscellaneous,B,41.51777778,-79.13527778,PA
Allegheny National Forest,LOGAN RUN,2000,Miscellaneous,C,41.57583333,-79.15805556,PA
Allegheny National Forest,DEAD HORSE II,2000,Debris Burning,B,41.51833333,-79.13277778,PA
Allegheny National Forest,BELLE ISLE,2000,Miscellaneous,C,41.51527778,-79.34583333,PA
Allegheny National Forest,BULL HILL FIRE,2000,Debris Burning,B,41.68027778,-79.13527778,PA
Allegheny National Forest,HILLSIDE FIRE,2000,Children,B,41.70694444,-79.02583333,PA
Allegheny National Forest,TIDIOUTE OVERLOOK,2000,Miscellaneous,B,41.67138889,-79.37388889,PA
Allegheny National Forest,TANBARK,2000,Miscellaneous,B,41.70277778,-79.25361111,PA
Allegheny National Forest,CHAPPEL BAY,2000,Campfire,A,41.81027778,-78.88833333,PA
Allegheny National Forest,JOJO,2001,Miscellaneous,B,41.63694444,-78.84666667,PA
Allegheny National Forest,SHEFFIELD JUNCTION,2001,Campfire,B,41.57694444,-78.97472222,PA
Allegheny National Forest,ABRAXAS ROAD,2001,Miscellaneous,B,41.50027778,-79.11888889,PA
Allegheny National Forest,PIGS EAR,2001,Miscellaneous,B,41.53916667,-78.92805556,PA
Allegheny National Forest,BARNES,2001,Debris Burning,B,41.65805556,-79.00805556,PA
Allegheny National Forest,DEVIL'S HOLLOW,2001,Miscellaneous,C,41.49333333,-79.35388889,PA
Allegheny National Forest,FR 324 STONE PIT,2001,Debris Burning,B,41.61805556,-78.90166667,PA
Allegheny National Forest,LAUREL RUN,2001,Campfire,B,41.40805556,-79.09194444,PA
Allegheny National Forest,OLD DERRICK,2001,Smoking,B,41.52416667,-78.9975,PA
Allegheny National Forest,NGB BUBBA,2001,Smoking,B,41.45305556,-78.93305556,PA
